State...UT,Confirmed.cases,Deceased.cases,Recovered.Cases,Susceptible,Action,Reward
0.0,0.0034394400632656225,0.0042777542192675546,0.009358905956471727,0.26840730724425244,0.012658227848101266,89.68602291180086
1.0,0.008954825362463973,0.011145009255070741,0.02284928464208865,0.13299627706163103,0.3459915611814346,0.0
2.0,0.0016515169331759677,0.002055447287928754,0.0045001131293130985,0.28574043206619987,0.22784810126582278,2.2653451545567512e-215
3.0,0.029905060787425487,0.03705193138291624,0.07786729473040827,1.0,0.11814345991561181,9.015866085957635e-06
4.0,0.0,0.0,0.0,0.0017211728967429334,0.29535864978902954,0.0
0.0,0.0034581143944642815,0.004280551609020054,0.009366419499050219,0.2683973241207741,0.27615062761506276,7.871446362228295e-308
1.0,0.009029389263792794,0.011154049030160311,0.02293826133072013,0.1329564158946595,0.14644351464435146,5.68439823342001e-65
2.0,0.0016621799094031758,0.002056736585196954,0.004505322670007161,0.28573473173845104,0.30962343096234307,0.0
3.0,0.030194979534938927,0.037118252932525,0.0780642900290775,0.9998450121386241,0.26359832635983266,3.1866734826094804e-148
4.0,3.520351474705697e-06,4.265989803964906e-07,3.407127028834476e-06,0.0017192909496421133,0.0041841004184100415,83.96400726039536
0.0,0.003477160643646567,0.004287199937018299,0.009374082952690632,0.26838714217340676,0.0033112582781456954,69.24090188023338
1.0,0.009101840958304675,0.011178480729290431,0.023024740291497307,0.13291768389377384,0.2847682119205298,2.926795996188604e-296
2.0,0.0016728633341875849,0.0020602609838672173,0.0045105422997050865,0.28572902047909404,0.2052980132450331,8.157122571463202e-174
3.0,0.03048576454541322,0.037239623206035556,0.07826190412182361,0.9996895611811397,0.19205298013245034,5.8314197996365485e-55
4.0,6.9585456613078015e-06,1.5817527261278042e-06,6.735081607570374e-06,0.0017174529230620898,0.31456953642384106,0.0
0.0,0.0034975131657756183,0.004297181314528838,0.009382272301515369,0.268376261904692,0.01951219512195122,35.83828812183422
1.0,0.009173518401520692,0.0112150999622931,0.023110317182316757,0.13287936580041756,0.2780487804878049,5.448719307861797e-281
2.0,0.0016840154203225544,0.002065662932505797,0.00451599100981658,0.28572305867774533,0.0,81.55098748788495
3.0,0.03078530775540355,0.03740693056795168,0.07846550180200303,0.9995294281717905,0.4195121951219512,0.0
4.0,1.0390962668233717e-05,3.3195715338461287e-06,1.0057781841538236e-05,0.0017156179849084977,0.28292682926829266,0.0
0.0,0.003519964099483558,0.004310273608765052,0.00939130636198212,0.26836425984469714,0.3125,0.0
1.0,0.00924544572517622,0.011261574177353684,0.023196214500673017,0.13284091412330637,0.30416666666666664,0.0
2.0,0.001696002554328732,0.0020727455636658574,0.004521847829320919,0.28571665046758443,0.004166666666666667,99.87392588197191
3.0,0.03109995183246542,0.03761440466209242,0.07867939801160688,0.9993612223795928,0.30416666666666664,1.5314611757458007e-219
4.0,1.3876534032601385e-05,5.537050704537748e-06,1.3432282624901851e-05,0.001713754630930632,0.075,3.799137033620286e-23
0.0,0.0035452379986965882,0.004326471394118586,0.00940147681488274,0.2683507486536436,0.0,41.317763769591544
1.0,0.009318416938101558,0.01131621621636124,0.023283381080372742,0.13280190439271697,0.48514851485148514,0.0
2.0,0.0017091433910810764,0.0020814278811073015,0.004528268481681317,0.285709625498684,0.0594059405940594,8.336157153160706e-12
3.0,0.03143501463044645,0.03785870238844133,0.07890721389117394,0.9991821009294238,0.07920792079207921,99.90961623050578
4.0,1.7461698896301375e-05,8.162589734222808e-06,1.690356631576628e-05,0.0017118380351958916,0.37623762376237624,0.0
0.0,0.003574045827033623,0.0043459365117397885,0.009413069942459398,0.2683353482570044,0.013888888888888888,81.8460982837544
1.0,0.009393057034579426,0.011377819149611185,0.023372564786060934,0.13276200249252865,0.013888888888888888,40.68132332490754
2.0,0.0017237331473190576,0.0020917150863836113,0.004535397255390786,0.28570182595092547,0.05555555555555555,4.955289471666221e-10
3.0,0.03179517011139591,0.03813826104061922,0.07915213559979144,0.9989895651647175,0.08333333333333333,83.96046565738033
4.0,2.1184003243080682e-05,1.1147693927753726e-05,2.0508022945713283e-05,0.001709848125971164,0.8333333333333334,0.0
0.0,0.003607126011975887,0.004368968701238482,0.009426383167062884,0.26831766389832773,0.1746987951807229,2.3582606584030905e-117
1.0,0.00946986822707777,0.011445531498356,0.023464367544844038,0.13272093994463494,0.4036144578313253,0.0
2.0,0.0017400614737117797,0.0021036791550483715,0.0045433757388404295,0.2856930969797597,0.16265060240963855,2.725968781386762e-107
3.0,0.03218472344684081,0.038452849714041594,0.07941710144414947,0.9987813135808848,0.06626506024096386,17.73266302964952
4.0,2.507475531387553e-05,1.446089268236872e-05,2.4276018662705058e-05,0.0017077681661625335,0.1927710843373494,4.506243567687693e-160
0.0,0.0036452775684818407,0.004395990318284878,0.00944173840810029,0.2682972684316608,0.0,41.005489349609
1.0,0.009549263616529066,0.011518766595729958,0.023559285450058972,0.13267849590912595,0.21212121212121213,3.836987351115889e-153
2.0,0.0017584259302087857,0.002117446801649203,0.004552349408712072,0.2856832795124099,0.42857142857142855,0.0
3.0,0.03260781271030275,0.038803260151810556,0.07970493929354086,0.9985551340023734,0.3593073593073593,0.0
